study_accession_id,study_title,study_type,instrument_platform,instrument_model,library_layout,library_name,library_strategy,library_source,library_selection,experiment_accession_id,run_accession_id,sample_accession_id,sample_alias,biosample_id,sample_title
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495790,EGAR00001539597,EGAN00001503997,PV1351,SAMEA103909813,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495791,EGAR00001539598,EGAN00001503997,PV1351,SAMEA103909813,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495792,EGAR00001539599,EGAN00001503998,PV1353,SAMEA103909814,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495793,EGAR00001539600,EGAN00001503999,PV1354,SAMEA103909815,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495794,EGAR00001539601,EGAN00001503999,PV1354,SAMEA103909815,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495795,EGAR00001539602,EGAN00001504000,PV1355,SAMEA103909816,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495796,EGAR00001539603,EGAN00001504000,PV1355,SAMEA103909816,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495797,EGAR00001539604,EGAN00001504001,PV1357,SAMEA103909817,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495798,EGAR00001539605,EGAN00001504001,PV1357,SAMEA103909817,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495799,EGAR00001539606,EGAN00001504002,PV1358,SAMEA103909818,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495800,EGAR00001539607,EGAN00001504002,PV1358,SAMEA103909818,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495801,EGAR00001539608,EGAN00001504003,PV1359,SAMEA103909819,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495802,EGAR00001539609,EGAN00001504004,PV1364,SAMEA103909820,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495803,EGAR00001539610,EGAN00001504005,PV1365,SAMEA103909821,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495804,EGAR00001539611,EGAN00001504005,PV1365,SAMEA103909821,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495805,EGAR00001539612,EGAN00001504006,PV1366,SAMEA103909822,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495806,EGAR00001539613,EGAN00001504006,PV1366,SAMEA103909822,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495807,EGAR00001539614,EGAN00001504006,PV1366,SAMEA103909822,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495808,EGAR00001539615,EGAN00001504007,PV1370,SAMEA103909823,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495809,EGAR00001539616,EGAN00001504007,PV1370,SAMEA103909823,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495810,EGAR00001539617,EGAN00001504008,PV1380,SAMEA103909824,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495811,EGAR00001539618,EGAN00001504008,PV1380,SAMEA103909824,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495812,EGAR00001539619,EGAN00001504009,PV1383,SAMEA103909825,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495813,EGAR00001539620,EGAN00001504009,PV1383,SAMEA103909825,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495814,EGAR00001539621,EGAN00001504010,PV1384,SAMEA103909826,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495815,EGAR00001539622,EGAN00001504011,PV1385,SAMEA103909827,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495816,EGAR00001539623,EGAN00001504012,PV1388,SAMEA103909828,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495817,EGAR00001539624,EGAN00001504012,PV1388,SAMEA103909828,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495818,EGAR00001539625,EGAN00001504013,PV1389,SAMEA103909829,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495819,EGAR00001539626,EGAN00001504013,PV1389,SAMEA103909829,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495820,EGAR00001539627,EGAN00001504014,PV1391,SAMEA103909830,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495821,EGAR00001539628,EGAN00001504015,PV1394,SAMEA103909831,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495822,EGAR00001539629,EGAN00001504015,PV1394,SAMEA103909831,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495823,EGAR00001539630,EGAN00001504016,PV1395,SAMEA103909832,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495824,EGAR00001539631,EGAN00001504016,PV1395,SAMEA103909832,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495825,EGAR00001539632,EGAN00001504017,PV1397,SAMEA103909833,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495826,EGAR00001539633,EGAN00001504017,PV1397,SAMEA103909833,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495827,EGAR00001539634,EGAN00001504018,PV1403,SAMEA103909834,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495828,EGAR00001539635,EGAN00001504018,PV1403,SAMEA103909834,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495829,EGAR00001539636,EGAN00001504018,PV1403,SAMEA103909834,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495830,EGAR00001539637,EGAN00001504019,PV1404,SAMEA103909835,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495831,EGAR00001539638,EGAN00001504020,PV1406,SAMEA103909836,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495832,EGAR00001539639,EGAN00001504020,PV1406,SAMEA103909836,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495833,EGAR00001539640,EGAN00001504020,PV1406,SAMEA103909836,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495834,EGAR00001539641,EGAN00001504021,PV1407,SAMEA103909837,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495835,EGAR00001539642,EGAN00001504021,PV1407,SAMEA103909837,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495836,EGAR00001539643,EGAN00001504022,PV1408,SAMEA103909838,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495837,EGAR00001539644,EGAN00001504022,PV1408,SAMEA103909838,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495838,EGAR00001539645,EGAN00001504023,PV1413,SAMEA103909839,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495839,EGAR00001539646,EGAN00001504023,PV1413,SAMEA103909839,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495840,EGAR00001539647,EGAN00001504024,PV1422,SAMEA103909840,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495841,EGAR00001539648,EGAN00001504024,PV1422,SAMEA103909840,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495842,EGAR00001539649,EGAN00001504025,PV1424,SAMEA103909841,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495843,EGAR00001539650,EGAN00001504025,PV1424,SAMEA103909841,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495844,EGAR00001539651,EGAN00001504026,PV1427,SAMEA103909842,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495845,EGAR00001539652,EGAN00001504026,PV1427,SAMEA103909842,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495846,EGAR00001539653,EGAN00001504027,PV1429,SAMEA103909843,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495847,EGAR00001539654,EGAN00001504028,PV1431,SAMEA103909844,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495848,EGAR00001539655,EGAN00001504028,PV1431,SAMEA103909844,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495849,EGAR00001539656,EGAN00001504029,PV1432,SAMEA103909845,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495850,EGAR00001539657,EGAN00001504029,PV1432,SAMEA103909845,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495851,EGAR00001539658,EGAN00001504030,PV1434,SAMEA103909846,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495852,EGAR00001539659,EGAN00001504030,PV1434,SAMEA103909846,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495853,EGAR00001539660,EGAN00001504031,PV1437,SAMEA103909847,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495854,EGAR00001539661,EGAN00001504031,PV1437,SAMEA103909847,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495855,EGAR00001539662,EGAN00001504032,PV1440,SAMEA103909848,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495856,EGAR00001539663,EGAN00001504033,PV1444,SAMEA103909849,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495857,EGAR00001539664,EGAN00001504034,PV1445,SAMEA103909850,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495858,EGAR00001539665,EGAN00001504035,PV1446,SAMEA103909851,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495859,EGAR00001539666,EGAN00001504036,PV1448,SAMEA103909852,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495860,EGAR00001539667,EGAN00001504037,PV1451,SAMEA103909853,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495861,EGAR00001539668,EGAN00001504038,PV1452,SAMEA103909854,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495862,EGAR00001539669,EGAN00001504038,PV1452,SAMEA103909854,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495863,EGAR00001539670,EGAN00001504039,PV1454,SAMEA103909855,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495864,EGAR00001539671,EGAN00001504040,PV1455,SAMEA103909856,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495865,EGAR00001539672,EGAN00001504041,PV1458,SAMEA103909857,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495866,EGAR00001539673,EGAN00001504041,PV1458,SAMEA103909857,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495867,EGAR00001539674,EGAN00001504041,PV1458,SAMEA103909857,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495868,EGAR00001539675,EGAN00001504042,PV1459,SAMEA103909858,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495869,EGAR00001539676,EGAN00001504042,PV1459,SAMEA103909858,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495870,EGAR00001539677,EGAN00001504043,PV1460,SAMEA103909859,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495871,EGAR00001539678,EGAN00001504044,PV1464,SAMEA103909860,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495872,EGAR00001539679,EGAN00001504044,PV1464,SAMEA103909860,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495873,EGAR00001539680,EGAN00001504045,PV1470,SAMEA103909861,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495874,EGAR00001539681,EGAN00001504045,PV1470,SAMEA103909861,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495875,EGAR00001539682,EGAN00001504046,PV1473,SAMEA103909862,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495876,EGAR00001539683,EGAN00001504046,PV1473,SAMEA103909862,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495877,EGAR00001539684,EGAN00001504047,PV1482,SAMEA103909863,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495878,EGAR00001539685,EGAN00001504047,PV1482,SAMEA103909863,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495879,EGAR00001539686,EGAN00001504047,PV1482,SAMEA103909863,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495880,EGAR00001539687,EGAN00001504048,PV175,SAMEA103909864,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495881,EGAR00001539688,EGAN00001504048,PV175,SAMEA103909864,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495882,EGAR00001539689,EGAN00001504049,PV177,SAMEA103909865,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495883,EGAR00001539690,EGAN00001504049,PV177,SAMEA103909865,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495884,EGAR00001539691,EGAN00001504050,PV19,SAMEA103909866,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495885,EGAR00001539692,EGAN00001504050,PV19,SAMEA103909866,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495886,EGAR00001539693,EGAN00001504050,PV19,SAMEA103909866,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,RNA-Seq,TRANSCRIPTOMIC,Oligo-dT,EGAX00001495887,EGAR00001539694,EGAN00001504051,PV200,SAMEA103909867,Patients with myelodysplasia
EGAS00001002346,Transcriptome sequencing of myelodysplasia,Other,ILLUMINA,Illumina HiSeq 2500,PAIRED,,Targeted-Capture,GENOMIC,Hybrid Selection,EGAX00001495888,EGAR00001539695,EGAN00001504051,PV200,SAMEA103909867,Patients with myelodysplasia
